"Sym_A","Sym_B","PPI score"
"FANCD2","RAD50","0.9800"
"NUF2","PLK1","0.9800"
"CCR5","IL18","0.9800"
"BUB1","CENPM","0.9800"
"BUB1","NCAPG","0.9800"
"BIRC5","GTSE1","0.9800"
"CTRL","PSMA2","0.9800"
"BUB1B","KIF11","0.9800"
"BIRC5","SKA3","0.9800"
"CCNA2","CDC20","0.9800"
"DLGAP5","KIF23","0.9800"
"GPRASP1","GRM1","0.9799"
"GPRASP1","F2R","0.9799"
"GPRASP1","F2RL1","0.9799"
"GPRASP1","VIPR1","0.9799"
"ASPM","UBE2C","0.9798"
"MYC","TAF10","0.9798"
"CDC20","PRC1","0.9798"
"CENPL","CENPM","0.9797"
"STX1A","VAMP1","0.9797"
"HPCA","MAP3K10","0.9797"
"CENPF","KIF11","0.9796"
"CA11","CA7","0.9796"
"CDK1","CDK2","0.9796"
"BTK","HCK","0.9796"
"CA12","CA7","0.9796"
"ADAM12","IGFBP5","0.9796"
"KLRC3","TYROBP","0.9795"
"S100A13","SYT1","0.9795"
"RPS6KA6","PKMYT1","0.9795"
"CDCA8","CCNB1","0.9795"
"CCNB2","KIF20A","0.9795"
"KIF15","KIF23","0.9795"
"CDC20","RRM2","0.9795"
"CCNA2","MELK","0.9795"
"STX1A","SYP","0.9794"
"STX1A","STXBP6","0.9793"
"CDC20","KIF20A","0.9793"
"COL1A2","MMP9","0.9793"
"CD4","HLA-DRB5","0.9792"
"DAB1","ITGB2","0.9792"
"PRC1","PBK","0.9792"
"CACNA1H","CACNB4","0.9792"
"CDCA8","CDCA5","0.9790"
"CDCA8","KIF18A","0.9790"
"PLK1","PTTG1","0.9790"
"CDCA8","CENPK","0.9790"
"CPLX1","RIMS1","0.9790"
"FBXO5","RRM2","0.9790"
"AURKB","CENPM","0.9790"
"CENPH","SPC25","0.9790"
"CDC20","SPC25","0.9790"
"BUB1B","SKA3","0.9790"
"BIRC5","SGOL1","0.9790"
"BUB1B","KIF18A","0.9790"
"MAD2L1","UBE2C","0.9790"
"NCAPG","KIF11","0.9790"
"NCAPG","TTK","0.9790"
"SERPINA5","PLAU","0.9790"
"NCAPG","RRM2","0.9790"
"ASPM","TTK","0.9789"
"ASPM","KIF23","0.9789"
"BUB1","DLGAP5","0.9789"
"CSNK2B","SNRPN","0.9788"
"DLG4","LRFN2","0.9788"
"TNNC1","TNNT1","0.9788"
"RIMS1","SLC17A7","0.9787"
"BTK","GTF2I","0.9787"
"TAB2","TNFRSF1A","0.9787"
"CALML6","ITPR1","0.9785"
"GABARAPL1","TUBA4A","0.9785"
"CACNA1C","CACNA1H","0.9785"
"CACNA1H","CACNB2","0.9785"
"CA4","CA7","0.9785"
"PRKCZ","NGFR","0.9785"
"FN1","TGFB2","0.9784"
"CCR5","CXCL16","0.9784"
"BIRC5","KIF4A","0.9782"
"TPX2","TTK","0.9782"
"BIRC5","CCNB1","0.9782"
"TP53","GTF2H4","0.9781"
"C7orf25","FRA10AC1","0.9781"
"PHYHIP","TTR","0.9781"
"FGFR3","CHGB","0.9781"
"CDCA8","DLGAP5","0.9780"
"ELN","MMP9","0.9780"
"SYT5","VAMP2","0.9780"
"CDK1","SKA3","0.9780"
"CDK1","KIF2C","0.9780"
"CCR1","CXCL16","0.9780"
"CDKN1A","FOXO4","0.9780"
"FBXO27","SARS2","0.9780"
"PRKCZ","TNFRSF1A","0.9780"
"CCNB1","UBE2C","0.9777"
"AURKB","TTK","0.9777"
"C1R","C4A","0.9777"
"PLAUR","VTN","0.9776"
"KIF23","TOP2A","0.9776"
"KIF11","MELK","0.9776"
"CCNA2","KIF23","0.9776"
"DOCK2","RAC2","0.9775"
"EFNA2","RUNX1","0.9775"
"TGFBI","HSPG2","0.9775"
"CA11","CA12","0.9774"
"CXCR4","CD74","0.9774"
"CHEK1","PCNA","0.9774"
"CA7","CA9","0.9773"
"CACNB3","CACNG3","0.9772"
"MMP2","TP53","0.9772"
"BFSP1","VIM","0.9772"
"ANKS1B","ERBB4","0.9772"
"SPP1","ACP5","0.9772"
"KIF20A","TOP2A","0.9772"
"DLG4","KCNA5","0.9771"
"CENPF","CENPK","0.9770"
"CCNB1","KIF23","0.9770"
"CCNB1","TTK","0.9770"
"CENPA","NCAPG","0.9770"
"CDCA8","CENPH","0.9770"
"CACNA1C","CACNG8","0.9770"
"ASPM","TPX2","0.9770"
"ASPM","DLGAP5","0.9770"
"CCNB2","TTK","0.9770"
"CDC20","SPC24","0.9770"
"BUB1B","SPC24","0.9770"
"CCNA2","PBK","0.9770"
"IRF9","OAS1","0.9770"
"SNAP25","STXBP1","0.9768"
"PSMB10","PSMD9","0.9768"
"CCNB2","DLGAP5","0.9768"
"CACNA1H","CACNB1","0.9768"
"GABRA1","GABRA2","0.9768"
"EDNRA","GNAL","0.9768"
"IL18","IL1B","0.9768"
"FOXM1","MYC","0.9768"
"SDC1","TNC","0.9767"
"ANXA2","MYC","0.9765"
"CACNA1H","CACNB3","0.9765"
"CCNB1","ESPL1","0.9764"
"HMOX1","VEGFA","0.9764"
"AURKB","BUB1B","0.9764"
"C3","MASP1","0.9764"
"LY96","BGN","0.9763"
"CACNA1H","CACNA1I","0.9763"
"KIF23","NDC80","0.9763"
"PSMA6","PSMD9","0.9763"
"GABARAPL1","TUBA1C","0.9762"
"CD93","ARHGAP15","0.9762"
"RABAC1","RAB4B","0.9761"
"CCNB1","KIF11","0.9761"
"GRIN2B","GRIN1","0.9761"
"CENPA","KIF18A","0.9760"
"CENPK","KIF18A","0.9760"
"PLK1","SPC25","0.9760"
"KIF18A","KIF2C","0.9760"
"KIF2C","SGOL1","0.9760"
"AURKB","SPC25","0.9760"
"GABRA2","GABRA4","0.9760"
"CDC45","FBXO5","0.9760"
"BUB1B","CENPM","0.9760"
"LOX","MYC","0.9759"
"CACNB1","CACNB4","0.9758"
"BGN","TLR1","0.9758"
"KIF15","KIF2C","0.9757"
"NCAPG","KIF23","0.9757"
"CDKN1A","CHEK1","0.9757"
"NCAPG","TPX2","0.9757"
"GBP1","IRF9","0.9757"
"IL18","STAT4","0.9756"
"MDK","PTPRZ1","0.9756"
"DLG4","SHANK2","0.9755"
"CACNB1","CACNB2","0.9755"
"SYN1","SNCA","0.9755"
"TP53","RAD51","0.9754"
"COL6A2","FN1","0.9753"
"CCNB1","KIFC1","0.9753"
"CACNA1I","CACNB1","0.9752"
"CACNB1","CACNB3","0.9752"
"NCKAP1L","RAC2","0.9752"
"PSMA2","PSMD9","0.9752"
"GABRA2","GABRA5","0.9752"
"COL5A1","COL7A1","0.9752"
"CACNB4","CACNG8","0.9752"
"CDC20","PLK1","0.9751"
"EGFR","SLA","0.9751"
"CRH","NPY","0.9750"
"CACNA1C","CACNA1I","0.9750"
"CDCA8","CCNB2","0.9750"
"CDCA8","NCAPG","0.9750"
"CACNA1I","CACNB4","0.9750"
"CACNA1I","CACNB3","0.9750"
"FBXO5","TYMS","0.9750"
"CA11","CA9","0.9750"
"IGFBP3","IGF2","0.9750"
"L1CAM","SH3GL2","0.9750"
"RRM2","TPX2","0.9750"
"BIRC5","SPC24","0.9750"
"NCAPG","KIF15","0.9750"
"KIF11","TOP2A","0.9750"
"SPTB","SPTBN4","0.9749"
"NDUFA9","NDUFB8","0.9748"
"SNAP25","STX1B","0.9748"
"PSMB10","PSMB8","0.9748"
"CACNA1C","CACNG3","0.9748"
"CACNA1I","CACNB2","0.9748"
"CACNA1I","CACNG8","0.9748"
"CACNA1I","CACNG3","0.9748"
"GNAO1","S1PR3","0.9748"
"BTK","PIK3R5","0.9748"
"MFAP2","BGN","0.9748"
"DOK6","GFRA1","0.9748"
"CDC6","CDK4","0.9747"
"CCNB1","TPX2","0.9745"
"CACNB1","CACNG8","0.9745"
"FBXO5","PLK1","0.9745"
"CDK1","NCAPH","0.9745"
"ETFB","UQCR11","0.9744"
"CCK","SST","0.9744"
"NDC80","PRC1","0.9742"
"MMP9","THBS1","0.9741"
"CENPM","SPC25","0.9740"
"CDK4","TSPYL2","0.9740"
"DLG2","FZD7","0.9740"
"BIRC5","CCNA2","0.9740"
"ITGB2","SELPLG","0.9740"
"NCAPG","HMMR","0.9740"
"KIF23","MELK","0.9740"
"CDC25C","PLK4","0.9740"
"CCNA2","KIF11","0.9740"
"ELN","FKBP10","0.9738"
"CCNB2","TPX2","0.9738"
"CCNB2","MAD2L1","0.9738"
"CYBA","NCF1","0.9738"
"CYBA","NCF2","0.9738"
"CYBA","CYBB","0.9738"
"KIF23","MAD2L1","0.9738"
"CDCA8","RRM2","0.9737"
"PTK2B","PTPN6","0.9737"
"AURKB","KIF20A","0.9736"
"ADORA2A","NAMPT","0.9736"
"NCAPG","KIF20A","0.9736"
"CHEK1","MELK","0.9736"
"ESPL1","PTTG1","0.9734"
"ADAM12","IGFBP3","0.9734"
"GNAO1","RGS10","0.9733"
"CACNB4","MAP1A","0.9733"
"BARD1","FANCD2","0.9732"
"CD4","PTPN6","0.9732"
"MAG","NGFR","0.9732"
"ASPM","KIF15","0.9731"
"CCNB2","PRC1","0.9731"
"CENPM","NDC80","0.9730"
"PCNA","TOP2A","0.9730"
"NDC80","SKA3","0.9730"
"MELK","RRM2","0.9730"
"BUB1B","CENPK","0.9730"
"BIRC5","RRM2","0.9730"
"AR","PAK6","0.9729"
"GRM1","GRIN2B","0.9729"
"PTGS1","TBXAS1","0.9728"
"ASPM","CDCA8","0.9728"
"CA11","CA4","0.9728"
"IL1B","MMP9","0.9728"
"CAV1","TP53","0.9728"
"NCAPG","TOP2A","0.9728"
"SYK","LAT","0.9727"
"SERPINA1","FN1","0.9727"
"BTK","TUBA4A","0.9726"
"PBK","TTK","0.9725"
"KIF15","TPX2","0.9725"
"FN1","VEGFA","0.9725"
"CDC20","KIF23","0.9725"
"MYC","TOP2A","0.9724"
"CAV1","KCNA5","0.9723"
"GTF2I","MYC","0.9722"
"KIF20A","MAD2L1","0.9722"
"CCNB1","MKI67","0.9721"
"ITGA4","VCAM1","0.9721"
"RAB3A","STXBP1","0.9720"
"CENPF","MELK","0.9720"
"ASPM","TP53","0.9720"
"CENPM","KIF2C","0.9720"
"CCL27","CCR1","0.9720"
"IL1B","MYC","0.9720"
"NCAPG","DLGAP5","0.9720"
"NDUFB8","UQCR11","0.9720"
"CEP55","KIF11","0.9720"
"CEP55","NCAPG","0.9720"
"DLGAP5","TOP2A","0.9720"
"PDE10A","PDE2A","0.9720"
"DUSP8","CDC25A","0.9719"
"GABRG2","PPP3CA","0.9718"
"TPX2","UBE2C","0.9718"
"BUB1B","TOP2A","0.9718"
"LIF","TP53","0.9716"
"CCL2","VEGFA","0.9716"
"CDH23","USH1C","0.9715"
"HCN1","HCN2","0.9715"
"MYC","RAD50","0.9714"
"FOSL1","MMP9","0.9714"
"BCHE","COLQ","0.9714"
"ARRB1","CXCR4","0.9713"
"IGFBP7","IGF2","0.9712"
"CCNB1","NCAPG","0.9712"
"KIF18A","KIF11","0.9712"
"CCNB2","CENPF","0.9712"
"FN1","ICAM1","0.9712"
"PRC1","TOP2A","0.9712"
"PTPN6","SOCS3","0.9712"
"GNB5","GNG3","0.9712"
"MMP9","NCF2","0.9712"
"C1QA","C1QC","0.9712"
"ASPM","TP73","0.9711"
"CDT1","TP73","0.9711"
"RTN4R","NGFR","0.9711"
"JPH1","TP73","0.9711"
"FBXO5","PCNA","0.9710"
"NDUFA11","NDUFS7","0.9710"
"SGOL1","SPC25","0.9710"
"BUB1","MAD1L1","0.9710"
"GNB5","GNG7","0.9710"
"BUB1B","SKA1","0.9710"
"KIF11","NUF2","0.9710"
"ELN","LOX","0.9709"
"C1QA","C1S","0.9709"
"DOCK2","HCK","0.9708"
"C3","ITGB2","0.9708"
"PRRX1","SOX10","0.9708"
"SERPINE1","VEGFA","0.9708"
"MAPK11","TAB2","0.9708"
"IL1B","VEGFA","0.9708"
"CCL5","CXCR4","0.9708"
"CYBA","MMP9","0.9708"
"SDC1","TGFB1","0.9708"
"MMP9","MYC","0.9708"
"FOSL1","MMP2","0.9708"
"HOXC4","SOX10","0.9708"
"PRC1","UBE2C","0.9706"
"PTPN6","SSTR2","0.9702"
"MSN","SELPLG","0.9702"
"CORT","SSTR1","0.9701"
"KLC1","SNCA","0.9700"
"KIF18A","SKA3","0.9700"
"ASPM","NUF2","0.9700"
"CENPH","KIF18A","0.9700"
"BUB1","TOP2A","0.9700"
"CYBA","MMP2","0.9700"
"SST","TAC1","0.9700"
"BIRC5","CCNB2","0.9700"
"NCAPG","MELK","0.9700"
"PPP1R13B","TP73","0.9699"
"CDC20","NCAPG","0.9699"
"CDC20","MCM2","0.9699"
"CDK5R2","CAMK2A","0.9698"
"C1QA","C1R","0.9698"
"BUB1","CDC20","0.9697"
"TP53","RCC1","0.9696"
"EGR1","TP53","0.9696"
"PDGFD","PLAU","0.9696"
"EGFR","MMP9","0.9696"
"ASPM","SMC4","0.9693"
"MCM2","RRM2","0.9693"
"DLG4","PTK2B","0.9692"
"F2RL1","TRPV1","0.9692"
"MYC","SDHA","0.9691"
"COL4A1","COL4A2","0.9691"
"TNNC2","TNNT1","0.9690"
"CENPF","SKA1","0.9690"
"KCNK3","S100A10","0.9690"
"CDCA8","SKA1","0.9690"
"CENPM","NUF2","0.9690"
"FGF13","FGFR3","0.9690"
"AURKB","CENPH","0.9690"
"FN1","SERPINE1","0.9690"
"BUB1","PBK","0.9690"
"CDC20","CENPA","0.9690"
"COL1A1","COL8A1","0.9690"
"CDC6","DTL","0.9690"
"NCAPH","NCAPG","0.9690"
"CCNA2","PCNA","0.9689"
"CCL5","SDC1","0.9688"
"HLA-DRB1","CD86","0.9688"
"CDC20","TOP2A","0.9688"
"EDNRA","EGFR","0.9688"
"CXCR4","S1PR3","0.9688"
"C1QA","C1QB","0.9688"
"ITGA5","PLAUR","0.9687"
"COL1A1","COL7A1","0.9687"
"SPARC","VEGFA","0.9686"
"MAD2L1","PRC1","0.9686"
"DLGAP5","MELK","0.9686"
"ASPM","CHEK1","0.9685"
"CACNA1E","CACNB1","0.9685"
"BUB1B","BUB1","0.9685"
"TP53","NGFR","0.9684"
"CDK2","PKMYT1","0.9684"
"MMP2","THBS1","0.9684"
"FOSL1","MGP","0.9684"
"HLA-DMB","CD74","0.9682"
"SNAP25","STXBP5","0.9682"
"IGFBP5","SPP1","0.9682"
"CORT","SSTR2","0.9681"
"CCR5","PTK2B","0.9681"
"CCNA1","FBXO5","0.9680"
"CENPF","CENPM","0.9680"
"CSF1R","SOCS3","0.9680"
"CCNB1","RAD51","0.9680"
"TP53","TOP2A","0.9680"
"ANXA1","FPR1","0.9680"
"CDK1","SPC25","0.9680"
"MELK","PBK","0.9680"
"BIRC5","CDK4","0.9680"
"BUB1B","KIF23","0.9680"
"CD14","FSTL1","0.9678"
"NCAPG","SMC4","0.9677"
"MAP1A","MYC","0.9676"
"CD4","PSMB10","0.9676"
"FCGR3A","HCK","0.9676"
"FGF11","FGFR3","0.9675"
"SYK","SELPLG","0.9674"
"CENPF","TPX2","0.9674"
"MYC","SHANK2","0.9674"
"MYC","TUBB6","0.9674"
"EGFR","PLCH1","0.9674"
"EGFR","SNAP25","0.9674"
"CDK2","CKS2","0.9673"
"EGFR","ZFYVE28","0.9672"
"CDK2","CNTN2","0.9671"
"CYBA","MYC","0.9671"
"CASP1","IL18","0.9671"
"CENPF","CENPH","0.9670"
"CENPF","SPC24","0.9670"
"PLK1","SPC24","0.9670"
"ASPM","PRC1","0.9670"
"ASPM","BUB1","0.9670"
"CENPM","PLK1","0.9670"
"CCNB2","MELK","0.9670"
"ERBB4","TP53","0.9670"
"CDC20","DLGAP5","0.9670"
"BIRC5","KIF11","0.9670"
"MAD2L1","PBK","0.9670"
"CCNA2","TTK","0.9670"
"TNFSF13","TNFRSF12A","0.9669"
"ABCA9","MYC","0.9668"
"LCN12","MYC","0.9668"
"TP53","SNAI2","0.9668"
"DYNLRB1","MYC","0.9668"
"TP53","STEAP3","0.9668"
"DIRAS2","MYC","0.9668"
"KIF25","MYC","0.9668"
"ASPM","MYC","0.9668"
"CD44","HAS2","0.9668"
"KIF12","MYC","0.9668"
"SLC25A10","MYC","0.9668"
"MYC","FERMT3","0.9668"
"KIAA0319","MYC","0.9668"
"MYC","OBSCN","0.9668"
"MYC","NAV3","0.9668"
"AJAP1","MYC","0.9668"
"MYC","PRR11","0.9668"
"MYC","SYNE1","0.9668"
"MYC","PLEKHH1","0.9668"
"CXCR4","CXCL10","0.9668"
"C4A","MYC","0.9668"
"MCF2L2","MYC","0.9668"
"FRMPD4","MYC","0.9668"
"CEP55","MYC","0.9668"
"CDC6","KIF23","0.9668"
"ELN","BGN","0.9667"
"CDKN3","DLGAP5","0.9667"
"BUB1B","TPX2","0.9667"
"KIF23","TTK","0.9667"
"CCL3","IL1B","0.9665"
"EGR1","PITX1","0.9665"
"BGN","TGFB1","0.9665"
"COL1A1","SPARC","0.9665"
"PPP3CA","PPP1R1B","0.9664"
"CYBB","MMP9","0.9664"
"COL1A2","TGFB1","0.9664"
"DLG2","NOS1","0.9663"
"CYFIP2","NCKAP1L","0.9663"
"CSTA","PI3","0.9662"
"FCGR2A","ITGB2","0.9661"
"MCM2","GINS1","0.9660"
"KIF18A","SGOL1","0.9660"
"AURKB","SPC24","0.9660"
"NDC80","SMC4","0.9660"
"COL1A2","EDNRA","0.9660"
"BIRC5","CENPK","0.9660"
"GBP1","OAS1","0.9660"
"CCNB1","CENPA","0.9658"
"MYC","RUNX1","0.9658"
"PTK2B","GRIN2A","0.9657"
"PDE1A","PDE2A","0.9657"
"PDE1B","PDE2A","0.9657"
"DLG2","GRIN2B","0.9656"
"BUB1","CCNB1","0.9655"
"FN1","PCNA","0.9654"
"CHEK1","KIF23","0.9654"
"CD4","RGS1","0.9652"
"NEFL","NEFM","0.9652"
"MAD2L1","SMC4","0.9652"
"CYBB","NCF1","0.9651"
"FCGR3A","FCGR1A","0.9651"
"CHEK1","CHEK2","0.9651"
"CSNK2B","WEE1","0.9650"
"APITD1","CENPW","0.9650"
"CCNB2","UBE2C","0.9650"
"RRM2","PBK","0.9650"
"BIRC5","KIF18A","0.9650"
"CCNA2","NDC80","0.9650"
"BUB1","SMC4","0.9649"
"EBI3","STAT4","0.9648"
"RIMS1","RAPGEF4","0.9648"
"CDKN3","UBE2C","0.9648"
"CDC25C","PCNA","0.9648"
"B2M","CD86","0.9648"
"ADAM11","STC2","0.9646"
"MCM5","MDFI","0.9646"
"ABI3","RUNX1T1","0.9646"
"AQP1","MDFI","0.9646"
"CRIP1","SH3GL3","0.9646"
"MAPK8IP2","PRSS23","0.9646"
"HDAC11","PHYHIP","0.9646"
"GCSH","NMI","0.9646"
"TTR","VIM","0.9646"
"CDKN1A","HDAC11","0.9646"
"NMI","PSMA1","0.9646"
"RAB3A","RIMS2","0.9645"
"RAB3C","RIMS2","0.9645"
"RAB3A","SYTL5","0.9645"
"COL9A1","MAG","0.9645"
"CSNK2B","PRKCZ","0.9645"
"POMC","VTN","0.9645"
"PTK2B","ITGB2","0.9645"
"DLG4","GDA","0.9645"
"CNTN2","CNTNAP2","0.9645"
"ITGA5","L1CAM","0.9645"
"CDK4","PSMA6","0.9645"
"FCGR2A","HCK","0.9645"
"ANK1","L1CAM","0.9645"
"ARRB1","RALGDS","0.9645"
"ARRB1","CCR5","0.9645"
"ERBB3","RGS4","0.9645"
"EPB41L1","ITPR1","0.9645"
"PRKCB","LMNB1","0.9645"
"ICAM1","ITGB2","0.9645"
"COL1A1","IGFBP3","0.9645"
"COL1A1","THBS1","0.9645"
"HK2","PTGDS","0.9645"
"SNCA","SNCB","0.9645"
"COL1A1","MATN2","0.9645"
"MSN","VCAM1","0.9645"
"SERPINA5","KLKB1","0.9645"
"CAMK2A","GRIN2B","0.9645"
"DNM1","SH3GL2","0.9645"
"TGFB1","VTN","0.9645"
"CDCA2","CDK1","0.9645"
"CASP1","EGFR","0.9645"
"CDK5R1","CAMK2A","0.9645"
"EGFR","CDC25A","0.9645"
"IGFBP5","SERPINE1","0.9645"
"TNK2","EGFR","0.9645"
"IGF2","VTN","0.9644"
"DLG4","MAP1A","0.9644"
"CD4","FCGR3A","0.9643"
"MMP2","TGFB1","0.9642"
"MELK","NEK2","0.9642"
"BUB1B","DLGAP5","0.9642"
"FCGR1A","SYK","0.9642"
"CDC6","NDC80","0.9642"
"ELN","NID2","0.9640"
"AURKB","KIF18A","0.9640"
"COL5A1","COL22A1","0.9640"
"SGOL1","SKA1","0.9640"
"CYP3A5","HSD17B6","0.9640"
"ICAM1","VEGFA","0.9640"
"CYBB","VCAM1","0.9640"
"COL1A2","MYC","0.9640"
"CACNA1A","CACNB4","0.9640"
"COL4A1","COL5A2","0.9640"
"CDK5R1","NES","0.9639"
"COL8A1","COL8A2","0.9638"
"HSPG2","SPARC","0.9638"
"CDKN3","KIF23","0.9637"
"IGFBP7","SDC1","0.9636"
"ANK1","SPTB","0.9636"
"EGFR","HCK","0.9636"
"CCNB2","NCAPG","0.9635"
"FGF22","FGFR3","0.9635"
"NOS1","PTPN6","0.9634"
"SPARC","TGFB1","0.9634"
"CNTN2","L1CAM","0.9634"
"HSPG2","TTR","0.9634"
"APBA1","STXBP1","0.9634"
"LAT","SLA","0.9634"
"APBA1","STX1A","0.9634"
"SHANK1","SSTR2","0.9634"
"COL5A1","THBS1","0.9634"
"DLG2","MAP1A","0.9634"
"TGFB2","VTN","0.9634"
"HOXA10","PTPN6","0.9634"
"ADRB1","ARRB1","0.9634"
"SHANK2","SSTR2","0.9634"
"EGFR","SH3GL2","0.9634"
"CD14","LTF","0.9633"
"DLG4","DLGAP2","0.9633"
"CD44","IGFBP3","0.9633"
"IGFBP2","IGFBP5","0.9633"
"PDE10A","PDE1A","0.9633"
"ARRB1","SH3GL2","0.9632"
"HLA-DRB1","PTPN6","0.9632"
"ICAM1","TGFB1","0.9632"
"CXCR4","GNAO1","0.9632"
"PRKCZ","MMP9","0.9632"
"ANXA2","FN1","0.9630"
"CCNB1","PSMA6","0.9630"
"CABLES1","WEE1","0.9630"
"CENPK","KIF2C","0.9630"
"PLK1","RAD51","0.9630"
"HCK","ITGB2","0.9630"
"PLK1","ZWINT","0.9630"
"ASPM","CDK1","0.9630"
"GRIN2B","RASGRF1","0.9630"
"MCM2","GINS2","0.9630"
"AURKB","SKA3","0.9630"
"AURKB","MAD1L1","0.9630"
"EGR1","IL1B","0.9630"
"CCNB2","KIF23","0.9630"
"LAMC1","NID2","0.9630"
"CENPH","SKA1","0.9630"
"CDK1","TTK","0.9630"
"CDK1","SKA1","0.9630"
"FGF14","FGFR3","0.9630"
"NCAPG","DTL","0.9630"
"NDUFB8","NDUFS7","0.9630"
"CCNA1","MYBL2","0.9629"
"KIF2C","TPX2","0.9629"
"C3AR1","CCR1","0.9629"
"IGFBP3","IGFBP5","0.9629"
"IGFBP5","THBS1","0.9629"
"PDGFD","PLAUR","0.9628"
"CACNA1A","SYT1","0.9628"
"CD22","HP","0.9627"
"CAMK2A","NOS1","0.9626"
"CCNA2","KIF20A","0.9625"
"EXO1","RAD50","0.9624"
"CCL3","CXCR4","0.9624"
"ELN","TGFB1","0.9624"
"CD4","LAT","0.9624"
"CDKN1A","TGFB1","0.9624"
"SYK","TLR3","0.9623"
"GEMIN7","SNRPN","0.9623"
"HLA-C","LILRB1","0.9622"
"DLG4","MAP3K10","0.9622"
"CDKN3","MELK","0.9622"
"PCLO","RABAC1","0.9622"
"IGFBP2","IGFBP3","0.9621"
"EGFR","CAMK2A","0.9621"
"CENPF","KIF20A","0.9620"
"SKA1","SPC25","0.9620"
"RHBDL1","ZWINT","0.9620"
"GNRH1","NPY","0.9620"
"DLG4","GRIN1","0.9620"
"CENPM","ZWINT","0.9620"
"PSMA2","UBE2C","0.9620"
"NUF2","SGOL1","0.9620"
"HLA-DRB1","RGS1","0.9620"
"CDC20","CENPH","0.9620"
"CDC20","PSMA2","0.9620"
"DRD1","GNAL","0.9620"
"ITGB2","MMP9","0.9620"
"CDC25C","TP53","0.9620"
"CCNA2","FOSL1","0.9620"
"CAMK1D","CDC25A","0.9620"
"CCNA2","SPC25","0.9620"
"CDK5R1","CDCA5","0.9620"
"IRF9","OASL","0.9620"
"COL4A1","COL7A1","0.9619"
"CSNK2B","TP53","0.9617"
"DTL","MCM2","0.9616"
"DLG4","SHANK1","0.9616"
"TK1","MYC","0.9616"
"CDC20","NCAPH","0.9616"
"TOP2A","TPX2","0.9616"
"FOXM1","GAS1","0.9616"
"IPO4","RAD51","0.9613"
"GRIN2B","NOS1","0.9613"
"RAC2","VCAM1","0.9613"
"ADCY5","GNAL","0.9612"
"CCL27","CCR5","0.9611"
"GOT1","LDHB","0.9611"
"CENPA","SGOL1","0.9610"
"CENPA","CENPL","0.9610"
"CCL4","TAC1","0.9610"
"CD37","PTPN6","0.9610"
"NCAPG","SHCBP1","0.9610"
"KIF20A","UBE2C","0.9610"
"DLGAP5","KIF20A","0.9610"
"ADCY1","GNAL","0.9608"
"ADCY1","SST","0.9608"
"ICAM1","MSN","0.9608"
"IL18","VCAM1","0.9608"
"GABRA5","GABRB3","0.9608"
"ADRA2A","ADRB1","0.9608"
"CDCA8","ESPL1","0.9606"
"MKI67","TTK","0.9606"
"CACNA1B","CACNB1","0.9605"
"PTPN6","TNFRSF1A","0.9605"
"PTK2B","PRKCG","0.9604"
"PSMB10","UBE2C","0.9604"
"PRKCE","VCAM1","0.9604"
"CDK4","TAF10","0.9604"
"MBP","PLP1","0.9604"
"ICAM1","PRKCE","0.9604"
"B2M","PTPN6","0.9604"
"CENPF","TTK","0.9603"
"CCNB1","DTL","0.9603"
"SYT1","VAMP2","0.9603"
"NCAPG","MAD2L1","0.9603"
"CCNA2","CKS2","0.9603"
"ANXA2","GABARAPL1","0.9600"
"SYK","PIK3R5","0.9600"
"CCNB1","MELK","0.9600"
"GABARAPL1","SDHA","0.9600"
"GABARAPL1","LGALS3BP","0.9600"
"GABARAPL1","CAMK1D","0.9600"
"GABARAPL1","RPLP0","0.9600"
"GABARAPL1","PCBP1","0.9600"
"HLA-C","LILRB1","0.9600"
"GABARAPL1","VIM","0.9600"
"GABARAPL1","PRDX4","0.9600"
"GABARAPL1","MIF","0.9600"
"CD14","BGN","0.9600"
"TP53","SCN3B","0.9600"
"HLA-B","B2M","0.9600"
"HMOX1","NOS1","0.9600"
"CDK2","PSMA1","0.9600"
"KIF2C","SPC24","0.9600"
"CDK2","PSMA2","0.9600"
"CX3CR1","CXCL10","0.9600"
"CENPL","NUF2","0.9600"
"SIGLEC14","TYROBP","0.9600"
"HLA-DRB1","HLA-DRA","0.9600"
"AMT","CAMK1D","0.9600"
"HLA-DRB1","HLA-DMA","0.9600"
"CDC20","KIF18A","0.9600"
"BIRC5","FN1","0.9600"
"CXCR4","TLR2","0.9600"
"HLA-DMA","CD74","0.9600"
"HLA-DMA","HLA-DRA","0.9600"
"BIRC5","NCAPG","0.9600"
"EEF1A2","GABARAPL1","0.9600"
"TNFRSF11B","VTN","0.9600"
"CAMK1D","MCM5","0.9600"
"CALR","GABARAPL1","0.9600"
"EGFR","TLR2","0.9600"
"GRM1","GRIN1","0.9598"
"AURKB","BUB1","0.9598"
"ADRB1","DLG4","0.9598"
"TGFB1","VEGFA","0.9598"
"AR","TAB2","0.9597"
"CDCA8","CDC6","0.9597"
"CD14","ITGB2","0.9597"
"NCF2","VCAM1","0.9596"
"ETV1","MAPK11","0.9596"
"HCK","SNCA","0.9596"
"PSMA1","UBE2C","0.9596"
"HCK","NGEF","0.9596"
"CACNA1C","CACNB4","0.9596"
"TP53","PPM1J","0.9596"
"ADCY1","PTH1R","0.9596"
"ADCY1","PRKCE","0.9596"
"ADCY1","GNAO1","0.9596"
"PRKCG","RXRG","0.9596"
